,Unnamed: 0,3平均着順,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,天候,地面,発走,場所,レース名,ラウンド数,コース,日付
374,1,1.75,2:23.9,34.6,2.0,,3.8,,牡3,55.0,1.0,1.1/4,2,[東]藤沢和雄,,"12,104.4",11-9-9-7,キャロットファーム,484,レイデオロ,2,ルメール,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
375,2,2.75,2:23.9,35.3,1.0,,2.1,,牡5,57.0,2.0,クビ,3,[西]清水久詞,,"7,552.2",1-1-1-1,大野商事,542,キタサンブラック,4,武豊,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
376,3,3.75,2:24.6,35.1,6.0,,15.0,,牡4,57.0,6.0,4,4,[西]友道康夫,,"4,500.0",12-12-11-11,金子真人ホールディングス,500,マカヒキ,11,内田博幸,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
377,4,4.5,2:24.7,35.1,10.0,,101.2,,牡4,57.0,7.0,クビ,5,[外]オブライ,,"3,000.0",14-14-14-13,Ｍ．テイバーＤ．スミス＆Ｊ．マグニア夫人,480,アイダホ,14,ムーア,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
378,5,5.0,2:24.7,34.6,8.0,,57.7,,牡4,57.0,5.0,クビ,6,[西]浅見秀一,,,16-16-17-17,三田昌宏,448,レインボーライン,9,岩田康誠,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
379,6,3.75,2:24.9,35.7,4.0,,9.3,,牝3,53.0,4.0,1,7,[東]藤沢和雄,,,8-6-6-7,社台レースホース,480,ソウルスターリング,8,Ｃ．デム,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
380,7,4.25,2:25.0,35.5,12.0,,116.5,,牡5,57.0,8.0,1/2,8,[西]池添兼雄,,,10-11-9-11,山田和夫,506,ヤマカツエース,16,池添謙一,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
381,8,1.5,2:25.0,36.2,9.0,,71.8,,牡5,57.0,2.0,クビ,9,[外]カルヴァ,,,2-3-3-2,シュタル・ウルマン,468,ギニョール,3,ミナリク,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
382,9,2.25,2:25.2,36.0,3.0,,5.7,,牡5,57.0,6.0,1.1/4,10,[東]堀宣行,,,13-12-11-7,サトミホースカンパニー,496,サトノクラウン,12,Ｍ．デム,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
383,10,7.0,2:25.2,36.1,7.0,,48.2,,牡4,57.0,7.0,クビ,11,[西]角居勝彦,,,5-6-6-4,金子真人ホールディングス,524,シャケトラ,13,福永祐一,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
384,11,5.75,2:25.2,35.5,11.0,,102.0,,牡6,57.0,3.0,アタマ,12,[西]藤岡健一,,,14-14-14-15,吉田照哉,502,サウンズオブアース,5,田辺裕信,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
385,12,5.0,2:25.2,35.9,16.0,,322.5,,牡6,57.0,5.0,同着,12,[外]ヘイズ,,,9-6-6-7,Ｄ．ヘイズ,528,ブームタイム,10,パリッシ,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
386,13,7.5,2:25.3,35.7,14.0,,270.9,,牡7,57.0,8.0,クビ,14,[西]角居勝彦,,,5-9-11-13,シルクレーシング,482,ラストインパクト,17,戸崎圭太,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
387,14,2.75,2:25.5,35.7,13.0,,122.9,,牡5,57.0,3.0,1.1/4,15,[外]グリュー,,,16-16-16-15,シュタル・マリガン,424,イキートス,6,ポルク,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
388,15,8.5,2:25.7,36.7,15.0,,280.8,,牡6,57.0,8.0,1.1/4,16,[西]橋口慎介,,,2-4-4-4,ノースヒルズ,490,ワンアンドオンリー,15,横山典弘,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
389,16,6.25,2:26.0,37.2,17.0,,445.8,,牡8,57.0,4.0,2,17,[東]小島太,,,2-2-2-2,Ｈ．Ｈ．シェイク・モハメド,508,ディサイファ,7,柴山雄一,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
390,0,3.75,3:16.2,35.2,2.0,,6.0,,牡5,58.0,6.0,,1,[西]浅見秀一,,"15,357.0",10-10-11-11,三田昌宏,452,レインボーライン,12,岩田康誠,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
391,1,4.25,3:16.2,35.8,1.0,,3.0,,牡6,58.0,6.0,クビ,2,[西]友道康夫,,"6,102.0",4-3-2-2,佐々木主浩,474,シュヴァルグラン,11,ボウマン,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
392,2,1.5,3:16.3,35.7,4.0,,8.0,,牡4,58.0,4.0,1/2,3,[西]宮本博,,"3,851.0",7-7-4-3,前田幸治,488,クリンチャー,8,三浦皇成,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
393,3,3.25,3:16.4,35.5,9.0,,38.5,,牡5,58.0,1.0,クビ,4,[西]音無秀孝,,"2,300.0",7-7-11-8,野田みづき,480,ミッキーロケット,1,和田竜二,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
394,4,1.0,3:16.5,35.9,7.0,,11.4,,牡4,58.0,1.0,3/4,5,[西]矢作芳人,,"1,500.0",9-9-8-6,窪田康志,452,チェスナットコート,2,蛯名正義,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
395,5,2.5,3:16.7,36.2,8.0,,11.6,,牡6,58.0,8.0,1.1/2,6,[西]藤原英昭,,,10-11-4-3,島川隆哉,484,トーセンバジル,15,Ｍ．デム,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
396,6,5.0,3:16.8,35.3,12.0,,73.3,,牝8,56.0,8.0,1/2,7,[西]大久保龍,,,17-17-17-15,大川徹,470,スマートレイアー,16,四位洋文,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
397,7,2.25,3:16.8,36.1,6.0,,10.1,,牡7,58.0,7.0,ハナ,8,[東]堀宣行,,,13-12-8-8,林正道,474,アルバート,14,ルメール,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
398,8,5.25,3:17.2,35.9,14.0,,241.1,,牡7,58.0,2.0,2.1/2,9,[西]笹田和秀,,,15-15-13-12,協和牧場,514,シホウ,3,浜中俊,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
399,9,8.0,3:17.3,37.0,11.0,,71.6,,牡6,58.0,3.0,1/2,10,[西]池添兼雄,,,1-1-1-3,山田博康,540,ヤマカツライデン,5,松山弘平,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
400,10,5.25,3:17.4,35.9,17.0,,371.5,,牡8,58.0,7.0,クビ,11,[西]村山明,,,16-16-16-15,サトー,488,トウシンモンステラ,13,国分恭介,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
401,11,3.0,3:17.5,36.9,5.0,,9.8,,牡4,58.0,5.0,3/4,12,[西]池江泰寿,,,12-12-4-6,サトミホースカンパニー,458,サトノクロニクル,10,川田将雅,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
402,12,5.25,3:18.0,37.3,13.0,,74.3,,牡6,58.0,5.0,3,13,[東]戸田博文,,,6-5-4-8,窪田康志,488,ソールインパクト,9,福永祐一,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
403,13,1.25,3:18.1,37.7,3.0,,6.6,,牡5,58.0,3.0,1/2,14,[西]松元茂樹,,,3-3-2-1,杉澤光雄,504,ガンコ,6,藤岡佑介,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
404,14,6.0,3:18.2,36.9,16.0,,250.8,,牡8,58.0,4.0,1/2,15,[東]粕谷昌央,,,14-14-13-12,小田切有一,478,ピンポン,7,宮崎北斗,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
405,15,6.25,3:18.4,37.3,10.0,,39.3,,セ10,58.0,2.0,1.1/2,16,[西]平田修,,,5-5-8-12,鈴木隆司,456,カレンミロティック,4,池添謙一,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
406,16,4.75,3:24.9,42.6,15.0,,248.4,,牡8,58.0,8.0,大,17,[東]竹内正洋,,,2-2-13-17,冨樫賢二,498,トミケンスラーヴァ,17,秋山真一,**,晴 ,良 ,15,京都,第157回天皇賞(春)(G1),11R,芝右外3200m ,2018-04-29
407,0,3.5,1:33.3,34.1,5.0,,8.7,,牡3,56.0,1.0,,1,[東]木村哲也,,"11,378.0",4-5,サンデーレーシング,478,ステルヴィオ,1,ビュイッ,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
408,1,3.25,1:33.3,33.9,3.0,,6.5,,牡4,57.0,1.0,アタマ,2,[西]池江泰寿,,"4,508.0",7-7,Ｇ１レーシング,492,ペルシアンナイト,2,Ｍ．デム,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
409,2,2.75,1:33.5,34.5,4.0,,6.6,,牡4,57.0,2.0,1.1/4,3,[西]池江泰寿,,"2,854.0",2-2,サンデーレーシング,520,アルアイン,3,川田将雅,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
410,3,5.25,1:33.5,33.4,16.0,,231.1,,牡3,56.0,8.0,アタマ,4,[西]池添兼雄,,"1,700.0",15-15,カナヤマホールディングス,488,カツジ,16,松山弘平,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
411,4,1.25,1:33.5,33.4,8.0,,18.4,,牡5,57.0,5.0,クビ,5,[東]国枝栄,,"1,100.0",15-15,野田みづき,554,ミッキーグローリー,10,戸崎圭太,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
412,5,2.5,1:33.6,34.2,10.0,,42.3,,牝5,55.0,3.0,クビ,6,[西]西園正都,,,7-7,Ｇ１レーシング,468,ジュールポレール,6,石川裕紀,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
413,6,2.0,1:33.6,34.2,13.0,,63.3,,牝5,55.0,7.0,クビ,7,[西]音無秀孝,,,7-7,東京ホースレーシング,460,レッドアヴァンセ,13,北村友一,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
414,7,7.25,1:33.7,33.8,17.0,,231.3,,牡5,57.0,3.0,1/2,8,[西]藤岡健一,,,12-12,シルクレーシング,530,ヒーズインラブ,5,藤岡康太,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
415,8,5.75,1:33.7,34.5,14.0,,209.4,,牡4,57.0,5.0,ハナ,9,[東]畠山吉宏,,,4-5,ウイン,478,ウインブライト,9,松岡正海,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
416,9,2.25,1:33.7,34.1,7.0,,16.1,,牡5,57.0,7.0,ハナ,10,[西]笹田和秀,,,10-7,ラッキーフィールド,476,エアスピネル,14,福永祐一,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
417,10,2.0,1:33.8,34.6,9.0,,34.8,,牡3,56.0,8.0,3/4,11,[西]平田修,,,4-4,亀田和弘,478,ケイアイノーテック,18,藤岡佑介,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
418,11,1.75,1:33.8,35.0,2.0,,5.1,,牝4,55.0,7.0,ハナ,12,[東]菊沢隆徳,,,1-1,サンデーレーシング,516,アエロリット,15,ムーア,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
419,12,1.25,1:33.8,33.9,1.0,,3.4,,牡4,57.0,4.0,ハナ,13,[西]矢作芳人,,,12-12,キャピタル・システム,494,モズアスコット,8,ルメール,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
420,13,1.5,1:33.9,34.9,6.0,,9.7,,牡5,57.0,4.0,クビ,14,[西]須貝尚介,,,2-2,久米田正明,518,ロジクライ,7,Ｃ．デム,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
421,14,10.25,1:33.9,33.6,18.0,,294.7,,牡6,57.0,2.0,ハナ,15,[西]西浦勝一,,,17-17,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,498,ブラックムーン,4,浜中俊,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
422,15,8.25,1:34.0,33.5,11.0,,48.4,,牡3,56.0,6.0,3/4,16,[西]池江泰寿,,,18-18,前田幸治,504,ジャンダルム,11,武豊,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
423,16,2.5,1:34.2,34.6,12.0,,54.5,,牡5,57.0,8.0,1.1/4,17,[東]小島茂之,,,12-11,ロードホースクラブ,456,ロードクエスト,17,横山典弘,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
424,17,7.25,1:34.6,34.8,15.0,,216.7,,牝4,55.0,6.0,2.1/2,18,[西]本田優,,,10-12,吉岡實,496,レーヌミノル,12,四位洋文,**,晴 ,良 ,15,京都,第35回マイルチャンピオンS(G1),11R,芝右外1600m ,2018-11-18
425,0,1.25,3:15.0,34.5,1.0,,2.8,,牡4,58.0,7.0,,1,[東]手塚貴久,,"15,281.4",7-5-4-1,サンデーレーシング,480,フィエールマン,10,ルメール,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
426,1,1.75,3:15.0,34.4,6.0,,11.3,,牡4,58.0,5.0,クビ,2,[東]尾関知人,,"6,080.4",9-8-7-2,シルクレーシング,456,グローリーヴェイズ,7,戸崎圭太,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
427,2,4.75,3:16.0,35.2,8.0,,30.6,,牡7,58.0,6.0,6,3,[西]藤原英昭,,"3,840.2",6-5-4-5,サンデーレーシング,452,パフォーマプロミス,8,北村友一,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
428,3,1.5,3:16.0,35.2,2.0,,3.3,,牡4,58.0,2.0,クビ,4,[西]友道康夫,,"2,300.0",13-13-9-5,Ｇリビエール・レーシング,472,エタリオウ,2,Ｍ．デム,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
429,4,1.5,3:16.5,35.5,3.0,,6.4,,牡4,58.0,6.0,3,5,[西]友道康夫,,"1,500.0",11-11-11-7,金子真人ホールディングス,492,ユーキャンスマイル,9,岩田康誠,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
430,5,9.0,3:16.8,35.8,10.0,,54.2,,牡5,58.0,1.0,1.1/2,6,[西]矢作芳人,,,5-5-7-7,窪田康志,464,チェスナットコート,1,坂井瑠星,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
431,6,3.75,3:17.3,36.8,9.0,,44.5,,牡6,58.0,5.0,3,7,[西]矢作芳人,,,4-4-2-2,加藤守,530,カフジプリンス,6,中谷雄太,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
432,7,4.75,3:17.4,36.4,11.0,,60.0,,牡6,58.0,3.0,3/4,8,[西]庄野靖志,,,10-10-9-7,辻牧場,454,リッジマン,3,蛯名正義,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
433,8,4.75,3:17.6,36.2,13.0,,158.7,,牡7,58.0,7.0,1.1/4,9,[西]西橋豊治,,,12-12-13-12,田畑富子,472,ケントオー,11,幸英明,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
434,9,9.75,3:17.7,36.5,4.0,,9.2,,牡5,58.0,8.0,3/4,10,[西]宮本博,,,8-8-11-11,前田幸治,496,クリンチャー,12,三浦皇成,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
435,10,6.0,3:18.9,38.4,5.0,,9.2,,牡4,58.0,4.0,7,11,[西]高橋義忠,,,3-3-1-2,松本好雄,508,メイショウテッコン,5,福永祐一,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
436,11,7.0,3:20.7,39.9,7.0,,30.3,,牡6,58.0,8.0,大,12,[西]昆貢,,,2-2-4-7,ロードホースクラブ,500,ロードヴァンドール,13,横山典弘,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
437,12,5.0,,,12.0,,68.4,,牡6,58.0,4.0,,中,[西]西村真幸,,,1-1-2-13,杉山忠国,522,ヴォージュ,4,和田竜二,**,晴 ,良 ,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,2019-04-28
438,0,1.5,3:06.0,35.8,3.0,,6.5,,牡3,57.0,3.0,,1,[西]友道康夫,,"14,702.7",7-6-8-6,大塚亮一,484,ワールドプレミア,5,武豊,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
439,1,8.25,3:06.0,35.7,8.0,,24.7,,牡3,57.0,7.0,クビ,2,[西]池江泰寿,,"5,572.2",10-11-12-7,サトミホースカンパニー,470,サトノルークス,14,福永祐一,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
440,2,1.75,3:06.2,36.2,1.0,,2.2,,牡3,57.0,7.0,1,3,[西]中内田充,,"3,386.1",4-4-4-4,金子真人ホールディングス,490,ヴェロックス,13,川田将雅,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
441,3,4.75,3:06.3,35.8,16.0,,164.8,,牡3,57.0,3.0,3/4,4,[西]寺島良,,"1,800.0",15-15-13-11,吉田晴哉,448,ディバインフォース,6,横山典弘,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
442,4,3.75,3:06.4,35.7,12.0,,65.7,,牝3,55.0,4.0,クビ,5,[西]森田直行,,"1,200.0",16-16-16-15,岡田牧雄,340,メロディーレーン,8,坂井瑠星,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
443,5,3.25,3:06.6,36.4,7.0,,15.0,,牡3,57.0,6.0,1,6,[西]高橋義忠,,,7-8-8-7,東京ホースレーシング,486,レッドジェニアル,12,酒井学,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
444,6,5.0,3:06.6,36.6,11.0,,59.9,,牡3,57.0,8.0,クビ,7,[西]鮫島一歩,,,12-12-8-2,八木良司,470,タガノディアマンテ,17,田辺裕信,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
445,7,3.25,3:06.6,36.8,13.0,,68.0,,牡3,57.0,5.0,ハナ,8,[東]堀宣行,,,1-1-1-1,キャロットファーム,434,カウディーリョ,10,Ｍ．デム,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
446,8,6.75,3:06.7,36.2,2.0,,6.0,,牡3,57.0,1.0,1/2,9,[東]高木登,,,12-12-13-12,西山茂行,492,ニシノデイジー,2,ルメール,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
447,9,1.25,3:06.7,36.5,4.0,,9.6,,牡3,57.0,4.0,クビ,10,[東]堀宣行,,,12-12-8-7,阿部雅英,484,ヒシゲッコウ,7,スミヨン,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
448,10,2.25,3:07.4,37.4,5.0,,10.5,,牡3,57.0,7.0,4,11,[東]奥村武,,,7-8-7-4,小笹芳央,486,ホウオウサーベル,15,蛯名正義,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
449,11,9.0,3:07.7,37.3,15.0,,117.2,,牡3,57.0,8.0,1.3/4,12,[西]池添兼雄,,,4-6-4-15,松本好雄,456,メイショウテンゲン,18,池添謙一,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
450,12,1.25,3:08.0,37.5,6.0,,14.9,,牡3,57.0,1.0,1.3/4,13,[東]大竹正博,,,10-10-13-12,キャロットファーム,480,ザダル,1,石橋脩,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
451,13,6.5,3:08.5,38.4,18.0,,274.0,,牡3,57.0,8.0,3,14,[東]武藤善則,,,3-3-3-7,岡田繁幸,474,ナイママ,16,柴田大知,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
452,14,1.75,3:08.7,38.5,10.0,,53.0,,牡3,57.0,2.0,1.1/2,15,[西]矢作芳人,,,4-4-4-12,ライオンレースホース,526,ユニコーンライオン,4,岩田康誠,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
453,15,2.0,3:08.7,37.9,14.0,,71.3,,牡3,57.0,6.0,ハナ,16,[西]中尾秀正,,,18-17-17-17,Ｇ１レーシング,494,シフルマン,11,松山弘平,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
454,16,1.25,3:08.7,38.8,17.0,,187.5,,牡3,57.0,5.0,ハナ,17,[西]藤岡健一,,,2-2-2-2,幅田昌伸,462,ヴァンケドミンゴ,9,藤岡佑介,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
455,17,1.0,3:12.9,41.8,9.0,,52.4,,牡3,57.0,2.0,大,18,[西]須貝尚介,,,16-17-17-18,大和屋暁,490,カリボール,3,藤井勘一,**,晴 ,良 ,15,京都,第80回菊花賞(G1),11R,芝右外3000m ,2019-10-20
456,0,1.25,2:07.77,,3.0,,7.6,,牡3,56.5,,,1,[外]オブライ,,,,Derrick Smith & Mrs John Magnier & Michael Tabor,,Japan,8,ムーア,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
457,1,1.0,,,1.0,,1.4,,牡5,60.0,,アタマ,2,[外]スタウト,,,,Sir Evelyn De Rothschild,,クリスタルオーシャン,2,ドイル,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
458,2,1.25,,,5.0,,13.0,,牡4,60.0,,1,3,[外]ジョンス,,,,Hamdan Al Maktoum,,Elarqam,3,クローリ,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
459,3,1.0,,,2.0,,6.4,,牡3,56.5,,3/4,4,[外]ゴスデン,,,,Lady Bamford,,King of Comedy,9,デットー,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
460,4,2.0,,,7.0,,37.0,,牡4,60.0,,1.3/4,5,[外]スタウト,,,,Cheveley Park Stud LLC,,Regal Reality,5,キングス,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
461,5,4.75,,,8.0,,54.6,,セ6,60.0,,クビ,6,[外]オメーラ,,,,Geoff & Sandra Turnbull,,Lord Glitters,4,Ｄ．タド,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
462,6,2.25,,,6.0,,18.6,,牡3,56.5,,3/4,7,[外]オブライ,,,,Flaxman Stables/Mrs Magnier/Tabor/Smith,,Circus Maximus,7,Ｄ．オブ,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
463,7,2.75,,,4.0,,11.7,,牡7,60.0,,1.1/4,8,[西]友道康夫,,,,佐々木主浩,,シュヴァルグラン,1,マーフィ,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
464,8,4.25,,,9.0,,236.8,,セ6,60.0,,3.1/2,9,[外]ムニュイ,,,,Ｃ．ウォッシュボーン,,サンダリングブルー,6,ワトソン,, ,良 ,0,4R,インターナショナルS(G1),結果/払戻,芝左2050m ,2019-08-21
465,0,1.75,2:10.8,35.2,3.0,,5.4,,牝5,56.0,8.0,,1,[西]矢作芳人,,"15,256.2",2-2-2-2,キャロットファーム,460,リスグラシュー,12,レーン,**,曇 ,良 ,15,阪神,第60回宝塚記念(G1),11R,芝右2200m ,2019-06-23
466,1,2.25,2:11.3,35.8,1.0,,3.6,,牡5,58.0,1.0,3,2,[西]角居勝彦,,"6,073.2",1-1-1-1,石川達絵,506,キセキ,1,川田将雅,**,曇 ,良 ,15,阪神,第60回宝塚記念(G1),11R,芝右2200m ,2019-06-23
467,2,2.5,2:11.6,35.7,6.0,,8.8,,牡5,58.0,8.0,2,3,[西]庄野靖志,,"3,836.6",4-4-3-3,ＮＩＣＫＳ,524,スワーヴリチャード,11,Ｍ．デム,**,曇 ,良 ,15,阪神,第60回宝塚記念(G1),11R,芝右2200m ,2019-06-23
468,3,2.25,2:11.9,36.1,5.0,,8.4,,牡5,58.0,4.0,2,4,[西]池江泰寿,,"2,300.0",3-2-3-3,サンデーレーシング,520,アルアイン,4,北村友一,**,曇 ,良 ,15,阪神,第60回宝塚記念(G1),11R,芝右2200m ,2019-06-23
469,4,2.25,2:12.1,36.0,2.0,,3.9,,牡5,58.0,2.0,3/4,5,[東]藤沢和雄,,"1,500.0",6-6-5-5,キャロットファーム,482,レイデオロ,2,ルメール,**,曇 ,良 ,15,阪神,第60回宝塚記念(G1),11R,芝右2200m ,2019-06-23
470,5,4.5,2:12.4,36.0,10.0,,79.5,,牡6,58.0,7.0,1.3/4,6,[西]宮本博,,,8-8-8-9,吉木伸彦,498,ノーブルマーズ,10,高倉稜,**,曇 ,良 ,15,阪神,第60回宝塚記念(G1),11R,芝右2200m ,2019-06-23
