,Unnamed: 0,3平均着順,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,天候,地面,発走,場所,レース名,ラウンド数,コース,日付
828,6,1.75,,,6.0,,19.1,,牡7,57.0,,1.3/4,7,[外]ビン・ス,,,,ゴドルフィン,,Racing History,4,スミヨン,,晴 ,良 ,20,8R,ドバイシーマクラシッ(G1),結果/払戻,芝左2410m ,2019-03-30
829,7,1.75,,,7.0,,58.4,,セ7,57.0,,2.1/2,8,[外]シムコッ,,,,Abdulla Al Mansoori,,デザートエンカウンター,8,クローリ,,晴 ,良 ,20,8R,ドバイシーマクラシッ(G1),結果/払戻,芝左2410m ,2019-03-30
830,0,6.5,2:34.2,35.4,3.0,,4.9,,牡4,55.0,1.0,,1,[西]高橋義忠,,"6,785.4",1-1-1-1,松本好雄,510,メイショウテッコン,1,武豊,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
831,1,2.0,2:34.4,35.6,1.0,,2.1,,牡4,55.0,6.0,1.1/4,2,[西]友道康夫,,"2,724.4",6-5-2-2,Ｇリビエール・レーシング,466,エタリオウ,7,Ｍ．デム,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
832,2,4.5,2:34.6,35.2,4.0,,8.2,,牡8,56.0,4.0,1.1/4,3,[東]金成貴史,,"1,712.2",5-5-7-5,さくらコマース,484,サクラアンプルール,4,横山典弘,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
833,3,6.5,2:34.8,35.5,10.0,,93.7,,牡4,55.0,7.0,1.1/4,4,[地]田中淳司,,"1,000.0",4-4-5-5,会田裕一,458,ハッピーグリン,10,服部茂史,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
834,4,5.5,2:34.9,35.9,6.0,,19.6,,牡4,56.0,2.0,クビ,5,[東]藤沢和雄,,670.0,3-3-3-3,山本英俊,512,ゴーフォザサミット,2,石橋脩,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
835,5,2.75,2:35.0,35.3,2.0,,4.3,,牡6,56.0,5.0,1/2,6,[西]藤原英昭,,,7-7-9-8,飯塚知一,448,ルックトゥワイス,6,戸崎圭太,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
836,6,9.5,2:35.3,36.0,5.0,,13.9,,牡5,56.0,8.0,2,7,[西]宮本博,,,7-7-5-5,前田幸治,494,クリンチャー,12,三浦皇成,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
837,7,5.5,2:35.6,35.7,7.0,,23.9,,牡7,56.0,5.0,2,8,[東]斎藤誠,,,12-12-11-8,シルクレーシング,524,ブラックバゴ,5,池添謙一,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
838,8,9.5,2:35.8,36.2,9.0,,40.9,,牡5,56.0,8.0,1,9,[西]矢作芳人,,,7-7-8-8,窪田康志,468,チェスナットコート,11,坂井瑠星,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
839,9,2.0,2:35.9,36.9,8.0,,35.6,,牡6,56.0,7.0,1/2,10,[西]池江泰寿,,,2-2-3-3,西川光一,538,カフェブリッツ,9,蛯名正義,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
840,10,8.25,2:36.8,36.9,12.0,,517.8,,牡9,56.0,3.0,5,11,[東]和田勇介,,,10-10-11-8,福井明,474,アクションスター,3,大野拓弥,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
841,11,9.25,2:37.1,37.3,11.0,,313.2,,セ7,56.0,6.0,1.1/2,12,[西]西園正都,,,10-10-10-12,サンデーレーシング,532,グランアルマダ,8,石川裕紀,**,曇 ,稍重 ,15,中山,第67回日経賞(G2),11R,芝右2500m ,2019-03-23
842,0,2.5,1:58.3,35.9,2.0,,4.5,,牡4,55.0,1.0,,1,[西]音無秀孝,,"4,157.4",3-3-3-3,社台レースホース,440,スティッフェリオ,2,丸山元気,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
843,1,2.75,1:58.5,36.5,3.0,,4.7,,牡4,55.0,3.0,1.1/4,2,[西]昆貢,,"1,616.4",2-2-2-2,寺田千代乃,460,マイスタイル,6,田中勝春,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
844,2,2.5,1:58.5,35.9,1.0,,3.6,,牡7,57.0,1.0,クビ,3,[西]吉村圭司,,"1,008.2",5-4-5-4,ラッキーフィールド,496,エアアンセム,1,田辺裕信,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
845,3,5.5,1:59.1,35.5,7.0,,18.6,,牡5,56.0,4.0,3.1/2,4,[西]池添兼雄,,620.0,11-11-9-8,市川義美ホールディングス,456,ナイトオブナイツ,7,松山弘平,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
846,4,6.75,1:59.1,35.2,13.0,,50.3,,牡7,56.0,5.0,クビ,5,[東]和田正一,,410.0,12-12-12-12,サンデーレーシング,480,ルミナスウォリアー,10,柴山雄一,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
847,5,8.5,1:59.2,36.7,11.0,,45.9,,牝6,55.0,5.0,クビ,6,[西]中竹和也,,,4-4-4-4,島川隆哉,470,トーセンビクトリー,9,三浦皇成,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
848,6,8.25,1:59.3,37.6,4.0,,8.4,,牡6,57.5,6.0,1/2,7,[東]堀井雅広,,,1-1-1-1,藤田在子,528,マルターズアポジー,12,戸崎圭太,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
849,7,6.25,1:59.3,35.8,9.0,,21.7,,牡5,57.0,6.0,アタマ,8,[東]栗田博憲,,,7-8-8-8,サラブレッドクラブ・ラフィアン,476,マイネルハニー,11,丹内祐次,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
850,8,5.75,1:59.4,35.5,12.0,,48.6,,牡7,56.0,8.0,1/2,9,[東]高木登,,,14-14-12-12,サラブレッドクラブ・ラフィアン,492,マイネルフロスト,15,松岡正海,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
851,9,8.5,1:59.4,35.7,15.0,,158.7,,牡8,56.0,4.0,クビ,10,[東]相沢郁,,,9-9-10-10,サラブレッドクラブ・ラフィアン,484,マイネルミラノ,8,木幡巧也,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
852,10,4.75,1:59.5,36.7,5.0,,11.0,,牡6,55.0,3.0,1/2,11,[西]中竹和也,,,6-6-6-6,金子真人ホールディングス,478,レトロロック,5,吉田隼人,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
853,11,4.25,1:59.8,36.1,10.0,,25.0,,牡7,56.0,7.0,1.3/4,12,[西]橋田満,,,12-12-10-10,吉田勝己,490,メドウラーク,14,丸田恭介,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
854,12,9.5,2:00.0,36.7,16.0,,234.9,,牡7,56.0,2.0,1.1/2,13,[東]根本康広,,,7-7-7-7,荻原昭二,476,ツクバアズマオー,4,柴田善臣,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
855,13,2.5,2:00.1,35.8,6.0,,18.2,,牡6,55.0,8.0,1/2,14,[西]今野貞一,,,15-15-15-14,中村政夫,456,マサハヤドリーム,16,勝浦正樹,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
856,14,5.75,2:00.1,35.0,8.0,,19.9,,牝5,54.0,2.0,クビ,15,[西]中村均,,,15-16-16-16,礒野日出夫,512,キンショーユキヒメ,3,鮫島克駿,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
857,15,9.5,2:00.2,36.3,14.0,,59.8,,牡8,54.0,7.0,クビ,16,[東]竹内正洋,,,9-9-12-15,冨樫賢二,508,トミケンスラーヴァ,13,藤田菜七,**,晴 ,良 ,15,福島,第54回福島記念(G3),11R,芝右2000m ,2018-11-11
858,0,3.0,2:01.0,35.2,9.0,,22.2,,牡5,57.0,3.0,,1,[西]池江泰寿,,"12,298.2",4-3-4-4,サンデーレーシング,524,アルアイン,3,北村友一,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
859,1,2.5,2:01.0,35.4,2.0,,4.1,,牡5,57.0,4.0,クビ,2,[西]角居勝彦,,"4,885.2",2-2-2-2,石川達絵,508,キセキ,6,川田将雅,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
860,2,2.25,2:01.1,35.1,4.0,,8.2,,牡4,57.0,2.0,クビ,3,[西]友道康夫,,"3,042.6",7-7-8-8,金子真人ホールディングス,468,ワグネリアン,2,福永祐一,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
861,3,5.0,2:01.2,34.9,10.0,,37.4,,牡6,57.0,1.0,3/4,4,[西]友道康夫,,"1,800.0",14-14-11-11,金子真人ホールディングス,506,マカヒキ,1,岩田康誠,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
862,4,1.25,2:01.2,35.2,5.0,,9.3,,牡5,57.0,6.0,クビ,5,[西]角居勝彦,,"1,200.0",7-7-8-8,ラッキーフィールド,504,エアウィンザー,9,浜中俊,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
863,5,1.5,2:01.3,35.3,1.0,,3.2,,牡4,57.0,5.0,1/2,6,[東]大竹正博,,,11-12-8-8,シルクレーシング,530,ブラストワンピース,7,池添謙一,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
864,6,1.5,2:01.5,35.9,13.0,,119.5,,牡5,57.0,8.0,1.1/4,7,[西]音無秀孝,,,2-3-2-3,社台レースホース,450,スティッフェリオ,13,田辺裕信,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
865,7,3.75,2:01.6,35.1,14.0,,218.9,,牡5,57.0,4.0,クビ,8,[西]角田晃一,,,9-10-11-14,市川義美ホールディングス,490,ムイトオブリガード,5,横山典弘,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
866,8,2.75,2:01.6,35.8,11.0,,57.6,,牡5,57.0,8.0,クビ,9,[西]音無秀孝,,,6-5-4-4,サンデーレーシング,482,ダンビュライト,14,松若風馬,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
867,9,4.25,2:02.0,36.5,8.0,,14.3,,牡4,57.0,3.0,2,10,[西]藤原英昭,,,1-1-1-1,ヒダカ・ブリーダーズ・ユニオン,490,エポカドーロ,4,戸崎圭太,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
868,10,2.75,2:02.0,36.1,3.0,,7.3,,牡5,57.0,7.0,クビ,11,[西]池江泰寿,,,9-9-6-4,Ｇ１レーシング,494,ペルシアンナイト,11,Ｍ．デム,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
869,11,1.75,2:02.1,35.8,7.0,,13.5,,牡5,57.0,5.0,クビ,12,[西]浅見秀一,,,13-13-11-11,Ｇ１レーシング,488,サングレーザー,8,ミナリク,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
870,12,1.75,2:02.4,36.1,12.0,,94.8,,牡4,57.0,6.0,1.3/4,13,[西]矢作芳人,,,11-10-11-11,社台レースホース,454,ステイフーリッシュ,10,藤岡康太,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
871,13,1.5,2:02.5,36.7,6.0,,12.2,,牡4,57.0,7.0,3/4,14,[東]木村哲也,,,4-5-6-4,サンデーレーシング,478,ステルヴィオ,12,丸山元気,**,曇 ,良 ,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,2019-03-31
872,0,1.0,1:37.1,34.4,1.0,,2.9,,牝3,54.0,3.0,,1,[東]国枝栄,,"3,845.5",9-9,シルクレーシング,464,アーモンドアイ,3,戸崎圭太,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
873,1,0.5,1:37.4,35.5,7.0,,16.7,,牝3,54.0,6.0,1.3/4,2,[西]藤岡健一,,"1,513.0",2-2,いとはんホールディングス,540,ツヅミモン,7,秋山真一,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
874,2,2.5,1:37.4,35.6,4.0,,7.5,,牡3,57.0,8.0,クビ,3,[西]清水久詞,,956.5,1-1,カナヤマホールディングス,482,カシアス,11,浜中俊,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
875,3,2.5,1:37.8,35.2,2.0,,3.1,,牡3,56.0,2.0,2.1/2,4,[東]藤沢和雄,,570.0,7-6,山本英俊,538,ファストアプローチ,2,Ｍ．デム,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
876,4,1.5,1:37.9,35.1,3.0,,6.6,,牡3,56.0,7.0,1/2,5,[西]松元茂樹,,380.0,9-9,加藤守,470,カフジバンガード,9,藤岡康太,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
877,5,1.25,1:38.1,35.6,5.0,,10.4,,牝3,54.0,1.0,1.1/2,6,[西]音無秀孝,,,7-6,吉田勝己,444,スターリーステージ,1,川田将雅,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
878,6,0.5,1:38.2,35.8,10.0,,73.8,,牡3,56.0,4.0,クビ,7,[西]森田直行,,,3-3,サンコウ牧場,464,ベルガド,4,松山弘平,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
879,7,3.333333333333333,1:38.3,35.9,6.0,,14.3,,牝3,54.0,7.0,1/2,8,[西]松永幹夫,,,6-6,キーファーズ,436,プリュス,8,武豊,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
880,8,2.0,1:39.0,36.8,8.0,,28.7,,牡3,56.0,6.0,4,9,[西]中尾秀正,,,3-3,ＫＴレーシング,504,ブランモンストル,6,松田大作,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
881,9,6.0,1:39.6,36.4,9.0,,36.1,,牡3,56.0,8.0,3.1/2,10,[西]清水久詞,,,11-11,阿部雅英,478,ヒシコスマー,10,幸英明,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
882,10,4.25,1:39.7,37.4,11.0,,95.0,,牡3,56.0,5.0,1/2,11,[西]宮徹,,,3-3,サラブレッドクラブ・ラフィアン,462,マイネルエメ,5,丹内祐次,**,雨 ,稍重 ,15,京都,第52回日刊スポシンザン記念(G3),11R,芝右外1600m ,2018-01-08
883,0,2.0,1:56.8,33.6,2.0,,3.1,,牡4,58.0,4.0,,1,[東]藤沢和雄,,"15,281.4",6-5-5,キャロットファーム,482,レイデオロ,4,ルメール,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
884,1,1.75,1:57.0,33.4,4.0,,9.6,,牡4,58.0,6.0,1.1/4,2,[西]浅見秀一,,"6,080.4",7-7-7,Ｇ１レーシング,476,サングレーザー,9,モレイラ,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
885,2,5.0,1:57.0,34.7,6.0,,12.8,,牡4,58.0,7.0,ハナ,3,[西]中竹和也,,"3,840.2",1-1-1,石川達絵,496,キセキ,10,川田将雅,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
886,3,2.5,1:57.2,34.5,5.0,,12.7,,牡4,58.0,5.0,1,4,[西]池江泰寿,,"2,300.0",2-2-2,サンデーレーシング,512,アルアイン,7,北村友一,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
887,4,3.0,1:57.2,34.0,8.0,,22.0,,牡5,58.0,7.0,ハナ,5,[西]音無秀孝,,"1,500.0",5-5-5,野田みづき,474,ミッキーロケット,11,和田竜二,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
888,5,2.75,1:57.6,33.8,10.0,,135.2,,牡7,58.0,8.0,2.1/2,6,[東]金成貴史,,,9-8-8,さくらコマース,468,サクラアンプルール,12,田辺裕信,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
889,6,2.75,1:57.7,33.7,3.0,,7.0,,牡5,58.0,5.0,3/4,7,[西]友道康夫,,,10-10-9,金子真人ホールディングス,494,マカヒキ,6,武豊,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
890,7,3.5,1:57.7,34.7,7.0,,17.4,,牝5,56.0,3.0,ハナ,8,[西]友道康夫,,,2-3-3,佐々木主浩,440,ヴィブロス,3,福永祐一,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
891,8,5.5,1:58.1,35.2,9.0,,71.0,,牡7,58.0,1.0,2.1/2,9,[西]藤原英昭,,,4-3-3,キャロットファーム,484,ステファノス,1,オドノヒ,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
892,9,1.25,1:58.3,34.1,1.0,,2.5,,牡4,58.0,4.0,1.1/2,10,[西]庄野靖志,,,11-10-11,ＮＩＣＫＳ,510,スワーヴリチャード,5,Ｍ．デム,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
893,10,8.5,1:59.7,35.3,12.0,,352.1,,牡8,58.0,8.0,8,11,[東]和田勇介,,,11-12-12,福井明,472,アクションスター,13,大野拓弥,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
894,11,9.5,2:00.1,36.1,11.0,,181.3,,牡6,58.0,2.0,2.1/2,12,[西]西浦勝一,,,8-8-9,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,484,ブラックムーン,2,横山典弘,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
895,12,3.75,,,,,---,,牡4,58.0,6.0,,除,[西]音無秀孝,,,,サンデーレーシング,488,ダンビュライト,8,戸崎圭太,**,晴 ,良 ,15,東京,第158回天皇賞(秋)(G1),11R,芝左2000m ,2018-10-28
896,0,0.75,2:32.42,,1.0,,1.2,,牝5,59.0,,,1,[外]ゴスデン,,,,K Abdullah,,エネイブル,8,デットー,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
897,1,0.75,,,2.0,,6.1,,牡5,60.0,,クビ,2,[外]スタウト,,,,Sir Evelyn De Rothschild,,クリスタルオーシャン,2,ドイル,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
898,2,2.25,,,6.0,,23.4,,牡5,60.0,,1.3/4,3,[外]ファーブ,,,,Gestut Ammerland & Newsells Park,,ヴァルトガイスト,7,ブドー,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
899,3,2.75,,,11.0,,326.1,,牡5,60.0,,7,4,[外]カーク,,,,H Balasuriya,,サルウィン,6,クローリ,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
900,4,3.5,,,9.0,,230.8,,牡4,60.0,,クビ,5,[外]オブライ,,,,Mrs John Magnier & Michael Tabor & Derrick Smith,,ハンティングホーン,4,ヘファナ,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
901,5,2.25,,,4.0,,16.7,,牡7,60.0,,3.1/2,6,[西]友道康夫,,,,佐々木主浩,,シュヴァルグラン,1,マーフィ,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
902,6,5.0,,,8.0,,179.7,,牡3,55.5,,7,7,[外]オブライ,,,,Derrick Smith & Mrs John Magnier & Michael Tabor,,Norway,11,ローダン,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
903,7,3.25,,,10.0,,271.6,,セ6,60.0,,大,8,[外]ボールデ,,,,King Power Racing Co Ltd,,Morando,5,マクドナ,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
904,8,1.0,,,5.0,,19.1,,セ5,60.0,,クビ,9,[外]ヴェリア,,,,Sheikh Mohammed Obaid Al Maktoum,,デフォー,3,アッゼニ,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
905,9,1.0,,,3.0,,8.2,,牡3,55.5,,5,10,[外]オブライ,,,,Mrs John Magnier & Michael Tabor & Derrick Smith,,Anthony Van Dyck,10,ムーア,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
906,10,1.75,,,7.0,,95.1,,牝4,59.0,,大,11,[外]オブライ,,,,Ｍ．テイバーＤ．スミス＆Ｊ．マグニア夫人,,Magic Wand,9,Ｄ．オブ,, ,稍重 ,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m ,2019-07-27
907,0,2.5,1:44.7,32.3,1.0,,2.3,,牝4,56.0,4.0,,1,[西]橋田満,,"5,579.8",11-9-9,森田藤治,498,ディアドラ,4,ルメール,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
908,1,3.25,1:44.7,32.6,2.0,,3.0,,牝4,54.0,8.0,クビ,2,[西]矢作芳人,,"2,222.8",9-7-7,キャロットファーム,460,リスグラシュー,10,Ｍ．デム,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
909,2,1.5,1:44.8,32.9,7.0,,21.5,,牝5,54.0,2.0,1/2,3,[東]国枝栄,,"1,411.4",5-5-6,三協ファーム,474,フロンテアクイーン,2,蛯名正義,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
910,3,5.5,1:45.0,33.2,4.0,,11.8,,牝5,56.0,6.0,1.1/4,4,[西]西園正都,,830.0,5-5-5,Ｇ１レーシング,468,ジュールポレール,6,幸英明,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
911,4,5.75,1:45.2,33.8,6.0,,16.3,,牝5,55.0,1.0,1.1/4,5,[西]西浦勝一,,550.0,2-2-2,大塚亮一,432,クロコスミア,1,岩田康誠,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
912,5,4.25,1:45.2,35.3,8.0,,23.8,,牝4,54.0,7.0,クビ,6,[西]浜田多実,,,1-1-1,川島吉男,464,カワキタエンカ,9,池添謙一,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
913,6,6.0,1:45.3,32.7,9.0,,29.0,,牝5,55.0,7.0,クビ,7,[西]須貝尚介,,,9-11-10,近藤利一,434,アドマイヤリード,8,田辺裕信,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
914,7,4.5,1:45.7,33.5,10.0,,113.1,,牝4,54.0,6.0,2.1/2,8,[西]藤原英昭,,,7-7-8,ロードホースクラブ,452,メイズオブオナー,7,福永祐一,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
915,8,1.75,1:45.9,33.3,5.0,,11.9,,牝4,55.0,8.0,1.1/4,9,[西]昆貢,,,8-9-10,寺田千代乃,506,ミスパンテール,11,横山典弘,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
916,9,5.0,1:45.9,34.2,3.0,,7.7,,牝4,55.0,3.0,ハナ,10,[東]藤沢和雄,,,3-3-3,社台レースホース,490,ソウルスターリング,3,北村宏司,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
917,10,3.25,1:46.2,34.6,11.0,,171.9,,牝5,54.0,5.0,2,11,[西]角田晃一,,,3-3-3,協和牧場,478,キョウワゼノビア,5,田中勝春,**,曇 ,良 ,15,東京,第66回アイルランド府中牝馬(G2),11R,芝左1800m ,2018-10-13
918,0,1.3333333333333333,1:47.3,36.1,2.0,,4.5,,牡3,56.0,1.0,,1,[西]友道康夫,,"1,020.3",3-4,大塚亮一,476,ワールドプレミア,1,武豊,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
919,1,0.5,1:47.5,36.3,3.0,,7.7,,牡3,56.0,6.0,1,2,[西]矢作芳人,,405.8,3-2,ライオンレースホース,544,ユニコーンライオン,6,Ｍ．デム,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
920,2,2.333333333333333,1:47.6,36.1,5.0,,14.2,,牡3,56.0,4.0,3/4,3,[西]中内田充,,252.9,7-6,山紫水明,462,ルモンド,4,川田将雅,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
921,3,3.5,1:47.7,37.0,6.0,,35.7,,牡3,56.0,7.0,1/2,4,[西]藤岡健一,,150.0,1-1,小川勲,486,レターオンザサンド,7,藤岡佑介,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
922,4,1.0,1:47.7,36.7,1.0,,1.4,,牡3,56.0,5.0,アタマ,5,[西]松田国英,,100.0,2-2,サトミホースカンパニー,488,サトノウィザード,5,ルメール,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
923,5,0.5,1:48.2,36.8,4.0,,12.8,,牝3,54.0,2.0,3,6,[西]池添学,,,6-6,サンデーレーシング,432,ティグラーシャ,2,北村友一,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
924,6,2.0,1:48.7,37.5,7.0,,51.9,,牝3,54.0,3.0,3,7,[西]北出成人,,,5-4,ノースヒルズ,448,フラル,3,和田竜二,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
925,7,3.25,1:54.1,41.0,8.0,,203.2,,牝3,54.0,8.0,大,8,[地]湯前良人,,,8-8,ホースケア,420,ナラ,8,佐藤友則,**,晴 ,良 ,14,京都,つばき賞 ,9R,芝右外1800m ,2019-02-16
