,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,発走,場所,レース名,ラウンド数,コース,天候,地面,日付
4,2:00.5,34.6,1,,4.5,,牝3,54,2,1.1/2,5,[東]鹿戸雄一,,520.0,18-17-17,窪田康志,404(-4),ビッシュ,3,横山典弘,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
5,2:00.5,35.2,5,,8.1,,牝3,54,2,クビ,6,[東]斎藤誠,,,14-13-10,シルクレーシング,492(+4),アグレアーブル,4,岩田康誠,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
6,2:00.8,37.2,6,,11.4,,牝3,54,7,1.3/4,7,[西]大久保龍,,,1-1-1,林正道,486(+2),クィーンズベスト,14,三浦皇成,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
7,2:00.9,35.4,7,,12.3,,牝3,54,1,クビ,8,[東]高橋義博,,,15-15-14,サラブレッドクラブ・ラフィアン,450(+2),ゲッカコウ,2,松岡正海,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
8,2:00.9,35.6,16,,193.1,,牝3,54,6,クビ,9,[西]北出成人,,,11-10-10,内村正則,444(+2),トウカイシェーン,12,田中勝春,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
9,2:01.0,35.7,9,,19.2,,牝3,54,4,クビ,10,[東]小島茂之,,,11-10-10,田原邦男,468(-4),ファイアクリスタル,7,田辺裕信,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
10,2:01.0,37.1,17,,237.4,,牝3,54,4,アタマ,11,[東]上原博之,,,3-2-2,ＨｉｍＲｏｃｋＲａｃｉｎｇ,464(+8),シャララ,8,嘉藤貴行,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
11,2:01.0,35.2,15,,130.2,,牝3,54,1,クビ,12,[東]尾関知人,,,15-17-17,前迫義幸,448(-4),バレエダンサー,1,大野拓弥,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
12,2:01.1,35.6,10,,32.7,,牝3,54,7,1/2,13,[西]平田修,,,11-13-14,丸山担,482(-8),エマノン,13,酒井学,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
13,2:01.3,37.0,8,,17.5,,牝3,54,8,1.1/4,14,[西]西浦勝一,,,4-4-4,大塚亮一,400(-4),クロコスミア,16,勝浦正樹,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
14,2:01.4,35.9,14,,93.2,,牝3,54,3,クビ,15,[東]相沢郁,,,15-15-14,高瀬真尚,450(-2),ショコラーチ,5,石川裕紀,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
15,2:01.4,36.1,12,,50.5,,牝3,54,7,ハナ,16,[東]堀宣行,,,8-10-10,Ｇ１レーシング,426(-4),シークザフューチャ,15,石橋脩,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
16,2:01.6,37.2,11,,46.5,,牝3,54,8,1.1/2,17,[西]角居勝彦,,,5-6-6,吉田勝己,424(-4),エルビッシュ,17,内田博幸,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
17,2:02.8,38.9,18,,456.5,,牝3,54,5,7,18,[西]松田国英,,,2-2-2,桜井欣吾,452(-2),ブルーオリエント,10,柴山雄一,**,15,東京,第51回サンスポ賞フローラS(G2),11R,芝左2000m ,曇 ,良 ,2016-04-24
0,2:32.6,35.5,1,,2.6,,牡3,55,6,,1,[西]池江泰寿,,"30,340.2",4-3-3-3,里見治,502(+4),サトノダイヤモンド,11,ルメール,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
1,2:32.6,35.8,2,,2.7,,牡4,57,1,クビ,2,[西]清水久詞,,"12,097.2",2-2-2-2,大野商事,536(0),キタサンブラック,1,武豊,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
2,2:32.7,35.7,3,,7.9,,牡5,57,1,1/2,3,[東]中川公成,,"7,548.6",3-3-3-3,居城寿与,498(-6),ゴールドアクター,2,吉田隼人,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
3,2:32.9,35.1,8,,32.6,,牡4,57,2,1.1/4,4,[西]池添兼雄,,"4,500.0",9-10-13-12,山田和夫,508(+4),ヤマカツエース,4,池添謙一,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
4,2:33.0,35.8,7,,21.9,,牝4,55,4,クビ,5,[西]池江泰寿,,"3,000.0",9-9-6-6,野田みづき,434(-8),ミッキークイーン,8,浜中俊,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
5,2:33.1,35.7,5,,16.2,,牡4,57,7,1/2,6,[西]友道康夫,,,11-10-8-5,佐々木主浩,484(+2),シュヴァルグラン,14,福永祐一,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
6,2:33.3,35.3,10,,68.0,,牡5,57,8,1.1/2,7,[東]堀宣行,,,11-12-15-16,林正道,472(0),アルバート,15,戸崎圭太,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
7,2:33.4,35.8,4,,8.7,,牡5,57,3,1/2,8,[西]藤岡健一,,,11-12-10-8,吉田照哉,506(+4),サウンズオブアース,6,Ｍ．デム,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
8,2:33.4,35.7,11,,71.0,,牝6,55,7,クビ,9,[西]角居勝彦,,,14-14-10-8,金子真人ホールディングス,444(0),デニムアンドルビー,13,バルザロ,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
9,2:33.6,36.2,6,,19.3,,牝5,55,8,1.1/2,10,[東]久保田貴,,,7-7-8-11,キャロットファーム,436(+4),マリアライト,16,蛯名正義,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
10,2:33.6,36.3,9,,51.5,,牡5,57,5,ハナ,11,[西]橋田満,,,4-5-6-6,近藤利一,490(+14),アドマイヤデウス,10,岩田康誠,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
11,2:34.1,36.1,15,,189.6,,牡8,57,5,3,12,[西]加藤敬二,,,16-16-15-13,前田晋二,520(+4),ヒットザターゲット,9,田辺裕信,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
12,2:34.8,37.8,13,,155.2,,牡6,57,6,4,13,[西]池江泰寿,,,7-5-3-8,里見治,510(-2),サトノノブレス,12,シュミノ,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
13,2:34.9,37.1,16,,202.3,,牡8,57,2,1/2,14,[西]友道康夫,,,14-14-13-14,吉田勝己,492(+2),ムスカテール,3,中谷雄太,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
14,2:35.0,38.3,12,,83.1,,牡4,57,4,1/2,15,[東]堀井雅広,,,1-1-1-1,藤田在子,536(+8),マルターズアポジー,7,武士沢友,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
15,2:35.6,38.0,14,,180.3,,牡6,57,3,3.1/2,16,[東]杉浦宏昭,,,6-7-10-14,シルクレーシング,484(0),サムソンズプライド,5,横山典弘,**,15,中山,第61回有馬記念(G1),10R,芝右2500m ,晴 ,良 ,2016-12-25
0,1:32.8,33.0,2,,5.6,,牝3,54,6,,1,[西]石坂正,,"3,558.8",11-11,キャロットファーム,430(0),シンハライト,11,池添謙一,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
1,1:32.8,33.0,1,,2.0,,牝3,54,5,ハナ,2,[西]藤岡健一,,"1,416.8",11-11,青山洋一,498(-6),ジュエラー,9,Ｍ．デム,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
2,1:33.0,33.7,10,,41.1,,牝3,54,4,1.1/2,3,[西]藤原英昭,,888.4,5-4,金子真人ホールディングス,430(+20),ラベンダーヴァレイ,7,戸崎圭太,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
3,1:33.1,34.2,12,,70.2,,牝3,54,3,1/2,4,[西]大久保龍,,530.0,2-2,林正道,484(-8),クィーンズベスト,5,ヴェロン,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
4,1:33.1,33.6,6,,14.9,,牝3,54,1,クビ,5,[西]荒川義之,,350.0,8-7,田中康弘,450(+4),デンコウアンジュ,2,川田将雅,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
5,1:33.2,33.1,9,,36.7,,牝3,54,7,1/2,6,[西]角居勝彦,,,15-13,社台レースホース,468(0),カイザーバル,13,四位洋文,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
6,1:33.2,33.1,14,,109.7,,牝3,54,8,ハナ,7,[西]西浦勝一,,,14-13,大塚亮一,404(-2),クロコスミア,15,勝浦正樹,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
7,1:33.4,33.1,3,,7.3,,牝3,54,8,1.1/4,8,[西]音無秀孝,,,16-16,東京ホースレーシング,428(-14),レッドアヴァンセ,16,武豊,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
8,1:33.5,34.3,16,,487.6,,牝3,54,3,3/4,9,[西]村山明,,,3-3,Ｋ．Ｓ．ヤップ,506(+2),サクレディーヴァ,6,秋山真一,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
9,1:33.6,34.0,4,,10.7,,牝3,54,6,1/2,10,[東]畠山吉宏,,,8-10,ウイン,444(-4),ウインファビラス,12,松岡正海,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
10,1:33.6,34.1,7,,15.3,,牝3,54,4,アタマ,11,[西]角居勝彦,,,7-7,吉田勝己,428(-2),エルビッシュ,8,福永祐一,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
11,1:33.7,34.8,8,,30.7,,牝3,54,2,クビ,12,[西]友道康夫,,,1-1,佐々木主浩,414(+6),ヴィブロス,3,内田博幸,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
12,1:33.8,34.5,13,,90.5,,牝3,54,1,3/4,13,[西]田中章博,,,3-4,吉田昌久,456(0),フォールインラブ,1,松山弘平,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
13,1:33.8,34.4,5,,12.6,,牝3,54,5,アタマ,14,[西]中竹和也,,,5-6,前田葉子,430(-2),ブランボヌール,10,岩田康誠,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
14,1:33.9,33.8,15,,322.7,,牝3,54,7,1/2,15,[西]谷潔,,,13-13,栗本博晴,434(-4),クリノラホール,14,小牧太,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
15,1:33.9,34.4,11,,59.7,,牝3,54,2,クビ,16,[西]須貝尚介,,,8-7,近藤利一,412(+14),アドマイヤリード,4,菱田裕二,**,15,阪神,第23回チューリップ賞(G3),11R,芝右外1600m ,晴 ,良 ,2016-03-05
0,2:33.9,35.6,3,,5.4,,牡5,56,7,,1,[西]松元茂樹,,"6,805.0",1-2-2-2,杉澤光雄,502(-2),ガンコ,12,藤岡佑介,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
1,2:34.0,34.8,7,,20.6,,牡4,55,2,3/4,2,[西]矢作芳人,,"2,730.0",9-9-9-9,窪田康志,458(+2),チェスナットコート,3,蛯名正義,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
2,2:34.1,34.6,6,,12.3,,牡7,57,6,3/4,3,[東]金成貴史,,"1,715.0",10-10-11-10,さくらコマース,486(-4),サクラアンプルール,11,田辺裕信,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
3,2:34.1,35.8,4,,6.3,,牡5,56,3,アタマ,4,[西]昆貢,,"1,000.0",2-3-2-3,ロードホースクラブ,498(-4),ロードヴァンドール,4,横山典弘,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
4,2:34.3,35.3,2,,3.5,,牡6,56,4,3/4,5,[西]藤原英昭,,670.0,8-8-8-8,島川隆哉,484(0),トーセンバジル,7,Ｍ．デム,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
5,2:34.3,35.6,5,,9.1,,牡5,56,5,アタマ,6,[東]木村哲也,,,3-4-4-3,シルクレーシング,498(+10),ゼーヴィント,9,戸崎圭太,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
6,2:34.5,35.9,8,,36.5,,牡6,56,8,1,7,[東]戸田博文,,,6-6-4-6,窪田康志,490(0),ソールインパクト,15,福永祐一,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
7,2:34.5,35.6,9,,43.9,,牡5,56,4,クビ,8,[西]宮本博,,,6-6-7-6,吉木伸彦,492(-2),ノーブルマーズ,6,高倉稜,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
8,2:34.6,36.7,1,,3.3,,牡4,57,8,1/2,9,[西]角居勝彦,,,3-1-1-1,石川達絵,496(+5),キセキ,14,ルメール,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
9,2:34.6,36.0,12,,244.2,,セ6,56,1,アタマ,10,[東]古賀慎明,,,3-4-4-3,吉田勝己,520(+18),アルター,1,津村明秀,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
10,2:35.3,35.5,13,,465.2,,牡8,56,6,4,11,[東]粕谷昌央,,,13-13-13-13,小田切有一,478(+8),ピンポン,10,武藤雅,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
11,2:35.4,35.9,10,,46.9,,牡7,56,2,3/4,12,[東]上原博之,,,11-11-11-10,国本哲秀,452(0),ショウナンバッハ,2,ミナリク,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
12,2:35.4,36.1,11,,173.7,,牡6,56,3,アタマ,13,[東]矢野英一,,,11-11-9-10,那須野牧場,476(+6),ナスノセイカン,5,丸山元気,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
13,2:38.6,37.2,14,,521.0,,牡8,56,7,大,14,[西]音無秀孝,,,15-15-14-14,福井明,472(-4),アクションスター,13,大野拓弥,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
14,2:39.4,38.0,15,,625.9,,牡12,56,5,5,15,[東]加藤和宏,,,14-14-14-15,澤田昭紀,452(-6),サイモントルナーレ,8,柴田大知,**,15,中山,第66回日経賞(G2),11R,芝右2500m ,晴 ,良 ,2018-03-24
0,1:51.3,34.2,1,,1.7,,牡3,56,8,,1,[東]手塚貴久,,600.0,6-2-2,サンデーレーシング,488(0),フィエールマン,16,石橋脩,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
1,1:51.3,34.0,4,,8.0,,牝3,54,5,クビ,2,[東]国枝栄,,240.0,4-5-6,キャロットファーム,482(0),サンライズシェル,10,ルメール,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
2,1:51.4,34.2,6,,34.4,,牝3,54,4,クビ,3,[東]田中剛,,150.0,2-3-3,キャロットファーム,442(0),パストゥレイユ,7,江田照男,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
3,1:51.4,33.8,2,,3.6,,牡3,56,3,クビ,4,[西]角居勝彦,,90.0,6-10-8,金子真人ホールディングス,520(0),パンコミード,5,田辺裕信,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
4,1:51.8,34.3,3,,6.6,,牡3,56,2,2.1/2,5,[東]戸田博文,,60.0,5-8-8,窪田芳郎,498(0),セルゲイ,3,福永祐一,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
5,1:51.9,34.7,7,,51.7,,牝3,51,3,1/2,6,[東]本間忍,,,6-5-3,森山進,410(0),アートシュアリー,6,野中悠太,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
6,1:52.1,34.9,5,,18.4,,牝3,54,7,1.1/4,7,[東]大竹正博,,,6-3-3,サンデーレーシング,480(0),イルーシヴゴールド,13,蛯名正義,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
7,1:52.1,35.2,13,,245.6,,牝3,54,5,アタマ,8,[東]谷原義明,,,1-1-1,平岡茂樹,490(0),セクシイストリー,9,武士沢友,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
8,1:52.1,34.2,16,,396.4,,牡3,56,1,クビ,9,[東]小野次郎,,,14-13-12,醍醐伸之,438(0),ミスターオーネット,1,横山和生,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
9,1:52.1,34.4,11,,165.3,,牝3,51,2,アタマ,10,[東]畠山吉宏,,,11-10-11,岡田牧雄,422(0),グッドトゥヒアー,4,武藤雅,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
10,1:52.3,34.9,10,,150.8,,牡3,56,1,1.1/4,11,[東]柴田政人,,,3-7-7,黒澤尚,460(0),ブラックマティーニ,2,大野拓弥,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
11,1:52.3,34.1,8,,98.5,,セ3,55,8,ハナ,12,[東]古賀慎明,,,14-15-15,井手慶祐,500(0),フォルミダーブル,15,木幡初也,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
12,1:52.3,34.2,14,,287.1,,牡3,56,4,ハナ,13,[東]天間昭一,,,14-16-15,矢野まり子,444(0),クラウンジャミール,8,柴田善臣,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
13,1:52.4,34.6,9,,141.8,,牡3,56,6,3/4,14,[東]伊藤大士,,,13-13-12,宮川秋信,446(0),バトルハクオウ,11,柴田大知,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
14,1:53.3,35.4,15,,383.4,,牡3,56,7,5,15,[東]高橋祥泰,,,11-12-12,サラブレッドクラブ・ラフィアン,456(0),マイネルアルル,14,嘉藤貴行,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
15,1:53.5,36.0,12,,243.0,,牡3,56,6,1.1/2,16,[東]栗田博憲,,,6-8-8,山口功一郎,508(0),ネオンブルー,12,津村明秀,**,12,東京,3歳新馬,5R,芝左1800m ,曇 ,良 ,2018-01-28
0,2:32.42,,1,,1.2,,牝5,59,,,1,[外]ゴスデン,,,,K Abdullah,計不,エネイブル,8,デットー,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
1,,,2,,6.1,,牡5,60,,クビ,2,[外]スタウト,,,,Sir Evelyn De Rothschild,計不,クリスタルオーシャン,2,ドイル,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
2,,,6,,23.4,,牡5,60,,1.3/4,3,[外]ファーブ,,,,Gestut Ammerland & Newsells Park,計不,ヴァルトガイスト,7,ブドー,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
3,,,11,,326.1,,牡5,60,,7,4,[外]カーク,,,,H Balasuriya,計不,サルウィン,6,クローリ,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
4,,,9,,230.8,,牡4,60,,クビ,5,[外]オブライ,,,,Mrs John Magnier & Michael Tabor & Derrick Smith,計不,ハンティングホーン,4,ヘファナ,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
5,,,4,,16.7,,牡7,60,,3.1/2,6,[西]友道康夫,,,,佐々木主浩,計不,シュヴァルグラン,1,マーフィ,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
6,,,8,,179.7,,牡3,55.5,,7,7,[外]オブライ,,,,Derrick Smith & Mrs John Magnier & Michael Tabor,計不,Norway,11,ローダン,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
7,,,10,,271.6,,セ6,60,,大,8,[外]ボールデ,,,,King Power Racing Co Ltd,計不,Morando,5,マクドナ,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
8,,,5,,19.1,,セ5,60,,クビ,9,[外]ヴェリア,,,,Sheikh Mohammed Obaid Al Maktoum,計不,デフォー,3,アッゼニ,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
9,,,3,,8.2,,牡3,55.5,,5,10,[外]オブライ,,,,Mrs John Magnier & Michael Tabor & Derrick Smith,計不,Anthony Van Dyck,10,ムーア,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
10,,,7,,95.1,,牝4,59,,大,11,[外]オブライ,,,,Ｍ．テイバーＤ．スミス＆Ｊ．マグニア夫人,計不,Magic Wand,9,Ｄ．オブ,,0,4R,KGVI&QES(G1),結果/払戻,芝右2390m , ,稍重 ,2019-07-27
0,2:02.4,34.8,2,,4.1,,牡2,55,6,,1,[西]池江泰寿,,"1,012.2",9-8-9-8,サンデーレーシング,470(0),ベルーフ,7,川田将雅,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
1,2:02.5,35.3,6,,18.1,,牡2,55,4,3/4,2,[西]高野友和,,399.2,3-3-3-3,キャロットファーム,498(-4),クルーガー,4,ビュイッ,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
2,2:02.7,35.0,1,,2.9,,牡2,55,8,1.1/4,3,[西]友道康夫,,254.6,10-10-9-8,佐々木主浩,478(+10),シュヴァルグラン,12,内田博幸,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
3,2:02.7,35.2,4,,5.8,,牝2,54,7,アタマ,4,[西]松田博資,,150.0,7-8-8-7,社台レースホース,486(+2),フローレスダンサー,9,Ｃ．デム,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
4,2:02.9,35.7,7,,19.0,,牡2,55,5,3/4,5,[東]鹿戸雄一,,98.0,3-3-3-3,佐藤雄司,458(-10),シンキングロージス,6,ブノワ,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
5,2:03.0,35.6,5,,10.5,,牡2,55,2,1/2,6,[西]藤岡健一,,,7-5-6-5,吉澤克己,478(+14),ノースストーム,2,藤岡佑介,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
6,2:03.7,37.1,10,,82.3,,牡2,55,1,4,7,[西]木原一良,,,1-1-1-1,名古屋友豊,498(+6),ライドオンウインド,1,古川吉洋,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
7,2:03.7,36.3,8,,29.7,,牡2,55,8,クビ,8,[西]安達昭夫,,,5-5-5-5,市川義美,484(+2),ベステンダンク,11,武豊,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
8,2:03.7,35.8,9,,36.9,,牡2,55,3,ハナ,9,[西]北出成人,,,11-11-11-11,ヒルノ,486(+12),ヒルノマレット,3,和田竜二,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
9,2:03.7,36.0,12,,102.5,,牡2,55,6,ハナ,10,[西]西園正都,,,6-5-6-10,地田勝三,468(0),フィールドリアン,8,酒井学,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
10,2:04.5,37.5,11,,90.6,,セ2,55,7,5,11,[西]松元茂樹,,,2-2-2-2,西田彰宏,430(-6),ゴールドメダリオン,10,国分優作,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
11,2:04.8,36.9,3,,4.7,,牡2,55,5,2,12,[西]音無秀孝,,,12-12-11-11,ダノックス,522(+24),ダノンリバティ,5,戸崎圭太,**,14,阪神,エリカ賞 ,9R,芝右2000m ,曇 ,良 ,2014-12-27
0,2:23.0,33.4,4,,8.6,,牝7,54,3,,1,[西]大久保龍,,"6,805.0",11-11-13-14,大川徹,470(-6),スマートレイアー,4,武豊,**,15,京都,第52回京都大賞典(G2),11R,芝右外2400m ,晴 ,良 ,2017-10-09
1,2:23.1,34.2,6,,11.2,,牡5,56,5,1/2,2,[西]藤原英昭,,"2,730.0",3-3-3-2,島川隆哉,482(-2),トーセンバジル,8,岩田康誠,**,15,京都,第52回京都大賞典(G2),11R,芝右外2400m ,晴 ,良 ,2017-10-09
2,2:23.1,34.0,1,,2.2,,牡5,57,2,クビ,3,[西]友道康夫,,"1,715.0",14-14-9-6,佐々木主浩,472(+2),シュヴァルグラン,3,Ｍ．デム,**,15,京都,第52回京都大賞典(G2),11R,芝右外2400m ,晴 ,良 ,2017-10-09
