,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,場所,レース名,コース,天候,地面,発走
4,1:54.9,38.5,2,,3.7,,牡3,56,4,クビ,5,[東]萩原清,,101.0,12-12-11-6,シルクレーシング,506(-10),コバルトウィング,5,丸山元気,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
5,1:55.2,39.1,1,,3.3,,牡3,56,6,1.3/4,6,[東]加藤士津,,,10-8-5-2,湘南,466(0),ショウナンマリオ,8,田辺裕信,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
6,1:55.4,39.2,9,,30.8,,牡3,56,1,1,7,[西]昆貢,,,8-8-9-7,ヒルノ,470(0),ヒルノブルージュ,1,横山典弘,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
7,1:55.4,38.6,10,,40.1,,牡3,56,6,ハナ,8,[東]加藤征弘,,,13-13-12-12,阿部友弘,484(+4),モルタル,9,内田博幸,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
8,1:55.4,39.1,8,,20.8,,牡3,56,4,クビ,9,[東]久保田貴,,,8-8-9-11,草間庸文,482(+2),サンダーブリッツ,4,ミナリク,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
9,1:56.0,40.0,7,,15.5,,牡3,56,8,3.1/2,10,[東]戸田博文,,,5-4-5-7,吉澤克己,476(+2),アメリカンフェイス,12,石橋脩,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
10,1:56.1,40.0,5,,11.4,,牡3,56,2,3/4,11,[西]中竹和也,,,5-4-5-7,サトミホースカンパニー,542(-4),サトノラファール,2,松岡正海,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
11,1:56.6,40.5,11,,81.7,,牡3,56,5,3,12,[東]萱野浩二,,,5-4-5-7,田中晴夫,500(-2),キョウエイゴー,7,武藤雅,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
12,1:57.2,40.0,13,,275.7,,牡3,56,8,3.1/2,13,[東]岩戸孝樹,,,10-11-13-13,原村正紀,526(-8),エコロタイガー,13,木幡巧也,**,中山,呉竹賞 ,ダ右1800m ,曇 ,良 ,14
0,1:36.0,34.4,3,,5.8,,牡6,56,8,,1,[東]戸田博文,,"1,525.2",11-11-11,堂守貴志,478(+2),スーパーブレイク,10,吉田豊,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
1,1:36.3,34.9,2,,4.0,,牝4,53,5,1.3/4,2,[東]尾関知人,,607.2,5-8-6,前田幸治,494(-8),アフランシール,5,田辺裕信,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
2,1:36.3,35.5,11,,77.9,,牡9,52,4,クビ,3,[東]蛯名利弘,,383.6,1-2-1,増田陽一,524(+2),ボールドジャパン,4,江田照男,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
3,1:36.5,35.3,6,,11.0,,牝4,52,3,1.1/4,4,[東]栗田徹,,230.0,9-7-6,吉田勝己,468(+2),グレイシア,3,ミナリク,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
4,1:36.6,35.6,1,,3.0,,牡4,55,1,1/2,5,[東]手塚貴久,,150.0,5-4-3,馬場幸夫,518(+4),アンブロークン,1,マーフィ,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
5,1:36.6,35.2,7,,14.0,,牡6,55,7,クビ,6,[東]相沢郁,,,5-8-9,高橋勉,462(+6),エメラルスター,8,大野拓弥,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
6,1:36.7,35.9,9,,29.2,,牡7,54,6,クビ,7,[東]斎藤誠,,,2-1-2,Ｇ１レーシング,488(+12),サンクロワ,6,内田博幸,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
7,1:36.7,35.8,8,,26.5,,牡6,54,6,ハナ,8,[東]上原博之,,,3-3-3,近藤旬子,476(-2),アドマイヤシナイ,7,丸山元気,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
8,1:36.8,35.8,4,,7.0,,セ6,55,2,3/4,9,[東]高橋文雅,,,9-4-3,Ｇ１レーシング,466(+2),アルトリウス,2,北村宏司,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
9,1:36.9,35.6,10,,60.3,,牡8,54,8,アタマ,10,[東]的場均,,,5-8-9,林正道,522(-2),ビヨンジオール,11,石橋脩,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
10,1:36.9,35.8,5,,10.8,,牝5,53,7,アタマ,11,[東]和田正一,,,3-6-6,シルクレーシング,458(+8),ラストプリマドンナ,9,津村明秀,**,中山,東雲賞 ,芝右外1600m ,曇 ,良 ,15
0,1:51.6,38.2,2,,4.1,,牡4,56,1,,1,[東]鈴木伸尋,,"1,857.8",2-2-2-2,社台レースホース,492(0),フィードバック,2,横山典弘,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
1,1:52.0,37.9,11,,47.6,,牝6,55,5,2.1/2,2,[西]松永幹夫,,740.8,9-8-7-7,松本好雄,508(-8),メイショウササユリ,10,横山和生,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
2,1:52.0,37.1,6,,19.0,,牡6,57,4,クビ,3,[東]田中清隆,,465.4,16-16-14-10,坂巻勝彦,474(-4),ブライトンロック,8,田辺裕信,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
3,1:52.2,37.4,13,,169.3,,牡6,57,2,1,4,[東]小野次郎,,270.0,13-13-14-10,佐藤啓子,484(0),リョウランヒーロー,3,菊沢一樹,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
4,1:52.3,38.1,7,,19.7,,牝4,54,4,クビ,5,[東]竹内正洋,,182.0,11-11-9-9,由井健太郎,512(+2),カナシバリ,7,江田照男,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
5,1:52.3,38.7,3,,5.2,,牡4,56,6,アタマ,6,[東]小笠倫弘,,,4-4-4-2,吉冨学,506(+10),アシャカトブ,12,武藤雅,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
6,1:52.4,38.7,10,,38.9,,牝4,54,6,1/2,7,[東]新開幸一,,,4-4-5-5,吉田和子,490(+16),メイクハッピー,11,大野拓弥,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
7,1:53.4,39.7,5,,15.5,,牡6,57,2,6,8,[東]古賀慎明,,,4-4-5-5,大浅貢,496(-6),エムオーグリッタ,4,津村明秀,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
8,1:53.5,40.1,4,,7.4,,牡6,57,7,1/2,9,[西]杉山晴紀,,,2-2-2-2,竹園正繼,492(-6),テイエムチェロキー,13,マーフィ,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
9,1:53.6,40.5,1,,2.8,,牡4,56,7,クビ,10,[東]藤原辰雄,,,1-1-1-1,宮崎冴子,518(+4),リワードアンヴァル,14,武豊,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
10,1:53.7,39.0,8,,25.0,,牡6,57,3,3/4,11,[西]吉田直弘,,,14-13-13-14,吉田勝己,512(-2),フォースライン,6,石橋脩,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
11,1:53.8,39.8,12,,63.6,,牡6,57,3,クビ,12,[東]牧光二,,,7-8-7-8,半沢,528(+6),グラスブルース,5,木幡巧也,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
12,1:53.9,38.9,15,,192.0,,牡7,57,1,3/4,13,[東]藤原辰雄,,,15-15-16-15,浅田次郎,470(-4),シベリウス,1,柴田善臣,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
13,1:54.4,40.1,16,,239.9,,牝6,55,8,3,14,[東]小西一男,,,9-10-11-10,小沼博,452(-2),フクサンローズ,15,野中悠太,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
14,1:55.7,41.2,9,,25.6,,牝4,54,8,8,15,[東]粕谷昌央,,,11-11-12-13,樋口正蔵,506(+6),バンブトンハート,16,田中勝春,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
15,1:56.0,41.8,14,,189.9,,牡6,57,5,1.1/2,16,[東]戸田博文,,,7-7-9-15,青芝商事,506(-6),スターライトブルー,9,吉田豊,**,中山,アレキサンドライトS ,ダ右1800m ,曇 ,良 ,15
0,1:34.7,35.0,6,,12.0,,牡5,57,4,,1,[東]木村哲也,,760.0,6-5-5,ゴドルフィン,512(+20),バールドバイ,8,北村宏司,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
1,1:34.9,35.9,4,,7.9,,牡4,56,5,1.1/2,2,[東]相沢郁,,300.0,2-2-2,星野壽市,460(+6),ヘイワノツカイ,10,石橋脩,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
2,1:35.1,35.9,13,,71.3,,牝4,54,4,1.1/2,3,[東]深山雅史,,190.0,3-3-3,小林博雄,440(+10),レディードリー,7,柴田善臣,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
3,1:35.2,36.3,14,,78.3,,牡4,55,3,3/4,4,[東]菊川正達,,110.0,1-1-1,藤原正一,500(+4),フジマサディープ,5,野中悠太,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
4,1:35.5,35.8,3,,6.9,,牡4,56,6,1.1/2,5,[東]手塚貴久,,76.0,7-5-5,サンデーレーシング,492(+10),ライル,11,Ｍ．デム,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
5,1:35.5,34.9,1,,4.6,,牡4,56,8,アタマ,6,[東]藤沢和雄,,,11-11-10,東京ホースレーシング,474(+2),レッドクレオス,15,マーフィ,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
6,1:35.5,35.2,5,,8.3,,牡4,56,1,アタマ,7,[東]鈴木伸尋,,,10-10-9,吉冨学,486(+10),ショーヒデキラ,1,武豊,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
7,1:35.6,34.9,7,,13.3,,牝4,54,7,クビ,8,[東]鈴木伸尋,,,11-12-10,ウイン,462(0),ウインメルシー,13,津村明秀,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
8,1:35.9,35.7,8,,15.5,,牡4,56,3,2,9,[東]高木登,,,9-8-10,吉田照哉,442(+6),リバーシブルレーン,6,大野拓弥,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
9,1:36.0,35.0,2,,4.7,,牡6,57,7,1/2,10,[東]戸田博文,,,15-14-13,シルクレーシング,472(+2),アーザムブルー,14,吉田豊,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
10,1:36.0,36.3,9,,18.2,,牝4,54,6,クビ,11,[東]上原博之,,,5-5-7,社台レースホース,488(+10),コールザチューン,12,横山典弘,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
11,1:36.2,36.1,11,,26.3,,牝5,55,8,1,12,[東]大竹正博,,,7-8-8,中村時子,502(-2),マサノアッレーグラ,16,丸山元気,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
12,1:36.4,35.2,12,,41.0,,牡6,57,5,1,13,[東]宗像義忠,,,13-15-15,薗部博之,466(0),ヒドゥンパラメータ,9,伊藤工真,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
13,1:36.4,35.2,10,,19.4,,牝4,54,2,アタマ,14,[東]尾関知人,,,16-15-15,社台レースホース,444(-2),マジックリアリズム,4,田辺裕信,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
14,1:36.5,35.7,15,,79.4,,牝5,55,1,3/4,15,[東]尾関知人,,,13-13-14,前迫義幸,470(+6),ハワイアンダンサー,2,武藤雅,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
15,1:36.9,37.7,16,,182.5,,牡5,57,2,2.1/2,16,[東]田中剛,,,3-3-4,平田牧場,448(0),ヒラボクプレミアム,3,ミナリク,**,中山,4歳以上1勝クラス,芝右外1600m ,曇 ,良 ,16
0,1:58.2,36.6,2,,2.9,,牡3,56,6,,1,[西]石坂公一,,510.0,2-2-2-2,ノルマンディーサラブレッドレーシング,502(+4),バンクオブクラウズ,6,ルメール,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
1,1:58.2,36.7,1,,1.3,,牡3,56,2,アタマ,2,[西]大橋勇樹,,200.0,1-1-1-1,永井啓弍,510(+2),スズカデレヤ,2,幸英明,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
2,1:59.5,37.7,4,,26.8,,牡3,56,4,8,3,[西]須貝尚介,,130.0,3-3-3-3,東京ホースレーシング,516(+6),レッドミダス,4,フォーリ,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
3,2:00.8,38.4,8,,88.5,,牡3,56,5,8,4,[西]奥村豊,,77.0,8-8-8-7,東海林貴大,490(+8),チェーロ,5,太宰啓介,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
4,2:00.9,38.7,10,,139.9,,牡3,56,1,1/2,5,[西]飯田雄三,,51.0,5-5-5-5,渡邊善男,496(0),ゼンダンイワミ,1,鮫島良太,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
5,2:01.1,39.2,3,,18.2,,牡3,54,8,1.1/2,6,[西]高橋義忠,,,3-3-3-4,ライオンレースホース,446(0),マーキュリーセブン,9,岩田望来,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
6,2:01.1,38.5,6,,47.0,,牡3,56,7,ハナ,7,[西]中竹和也,,,8-8-8-8,ノースヒルズ,468(-2),グエルリエーロ,7,和田竜二,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
7,2:02.2,40.0,5,,42.2,,牡3,56,3,7,8,[西]杉山晴紀,,,5-5-5-5,中辻明,542(0),ゴチソウサン,3,松田大作,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
8,2:02.8,40.3,7,,57.7,,牡3,56,8,3.1/2,9,[西]湯窪幸雄,,,5-5-7-9,山上和良,504(0),シャムエル,10,水口優也,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
9,2:09.3,42.8,9,,128.0,,牡3,53,7,大,10,[西]村山明,,,10-10-10-10,小林祥晃,458(+2),コパノマルティーノ,8,服部寿希,**,京都,3歳未勝利,ダ右1900m ,曇 ,重 ,10
0,1:12.2,36.4,3,,5.3,,牝3,54,4,,1,[西]荒川義之,,510.0,8-8,松本好雄,472(-12),メイショウベッピン,5,松山弘平,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
1,1:12.3,36.7,4,,8.1,,牝3,52,8,1/2,2,[西]杉山晴紀,,200.0,5-6,トップフェロウ,480(-2),ロゼキルシュ,14,岩田望来,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
2,1:12.6,37.5,6,,14.8,,牝3,54,1,1.3/4,3,[西]佐々木晶,,130.0,1-1,金岡久夫,450(-4),コンゴウレイワ,1,松若風馬,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
3,1:12.6,37.1,1,,2.4,,牝3,54,7,ハナ,4,[西]岡田稲男,,77.0,3-3,カナヤマホールディングス,490(-2),オーシャンズ,12,岩田康誠,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
4,1:12.7,36.4,11,,162.4,,牝3,54,2,1/2,5,[西]石橋守,,51.0,11-11,松本好雄,424(0),メイショウイコロ,2,国分優作,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
5,1:12.7,37.2,8,,44.3,,牝3,54,5,クビ,6,[西]藤沢則雄,,,5-3,小原該一,458(+2),ウンダモシタン,8,古川吉洋,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
6,1:12.9,37.5,2,,4.1,,牝3,54,3,1.1/4,7,[西]上村洋行,,,3-3,中居路博,490(-4),セントクリーガー,3,福永祐一,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
7,1:13.1,37.4,5,,11.4,,牝3,54,7,1.1/4,8,[西]角田晃一,,,7-7,中西憲治,462(-10),ゴッドカーヌスティ,11,和田竜二,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
8,1:13.2,36.9,9,,57.3,,牝3,54,8,1/2,9,[西]田所秀孝,,,10-9,サラブレッドクラブ・ラフィアン,466(+4),トゥールドマジ,13,幸英明,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
9,1:13.3,36.0,12,,163.6,,牝3,53,4,1/2,10,[西]武英智,,,13-12,薪浦亨,416(0),ラヴアンドヨウコ,6,富田暁,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
10,1:13.3,36.3,14,,453.1,,牝3,54,6,クビ,11,[西]藤沢則雄,,,12-12,武田茂男,430(-6),ジグ,10,加藤祥太,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
11,1:13.3,37.2,10,,66.8,,牝3,54,3,ハナ,12,[西]浅見秀一,,,9-9,古賀慎一,424(+8),ミコハーン,4,岡田祥嗣,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
12,1:14.0,38.8,7,,15.0,,牝3,54,5,4,13,[西]高橋義忠,,,2-2,吉田照哉,454(-4),エルセントロ,7,坂井瑠星,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
13,1:14.2,36.8,13,,407.1,,牝3,54,6,1.1/2,14,[西]川村禎彦,,,13-14,杉本豊,456(+6),スナークアリス,9,川島信二,**,京都,3歳未勝利,ダ右1200m ,曇 ,重 ,10
0,1:53.5,37.5,5,,11.3,,牡3,56,4,,1,[東]水野貴広,,510.0,2-3-3-3,ディアレストクラブ,486(-16),フームスムート,4,フォーリ,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
1,1:54.0,38.2,3,,4.4,,牡3,54,8,3,2,[西]西村真幸,,200.0,1-2-2-2,佐藤範夫,494(0),クールインパクト,10,岩田望来,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
2,1:54.8,39.1,1,,2.8,,セ3,56,1,5,3,[西]中内田充,,130.0,2-1-1-1,シルクレーシング,472(-12),ベルラガッツォ,1,川田将雅,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
3,1:54.8,38.2,4,,6.5,,牡3,56,6,ハナ,4,[西]山内研二,,77.0,8-7-7-7,竹園正繼,466(+10),テイエムキズナオー,6,松山弘平,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
4,1:55.1,38.3,9,,28.0,,牡3,55,7,1.3/4,5,[西]木原一良,,51.0,10-9-9-7,加藤千豊,462(+14),キングズジェム,9,富田暁,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
5,1:55.2,39.2,2,,4.2,,牝3,54,6,3/4,6,[西]森田直行,,,4-4-3-3,中西浩一,480(-2),オーロラテーラー,7,国分恭介,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
6,1:55.4,39.1,7,,22.8,,牡3,56,3,3/4,7,[西]川村禎彦,,,4-5-5-5,八木良司,514(+4),タガノビーザライト,3,和田竜二,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
7,1:55.9,39.6,8,,22.9,,牡3,56,8,3,8,[西]池添兼雄,,,7-7-5-5,浅沼廣幸,522(+2),デルマジェイド,11,池添謙一,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
8,1:58.9,41.6,11,,209.7,,牡3,56,7,大,9,[西]梅田智之,,,8-9-10-10,小笹公也,504(-2),テーオーバフェット,8,川須栄彦,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
9,2:01.3,44.6,10,,57.2,,牡3,56,2,大,10,[西]吉田直弘,,,4-5-7-9,菊池五郎,452(-6),キクノフラッシュ,2,岩田康誠,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
10,2:04.5,43.4,6,,18.2,,牡3,56,5,大,11,[西]飯田雄三,,,11-11-11-11,サラブレッドクラブ・ラフィアン,460(+26),マイネルヘルツアス,5,国分優作,**,京都,3歳未勝利,ダ右1800m ,曇 ,重 ,11
0,3:24.3,14.0,1,,2.6,,セ7,60,2,,1,[西]牧田和弥,,790.0,4-4-2-2,畑佐博,444(+4),アグネスフォルテ,2,中村将之,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
1,3:24.4,14.0,5,,16.5,,牡7,60,8,3/4,2,[西]山内研二,,320.0,4-4-2-2,節英司,478(-2),メイプルキング,14,小坂忠士,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
2,3:25.4,14.1,8,,25.0,,牡6,60,8,6,3,[西]加用正,,200.0,1-1-1-1,ウイン,494(+8),ウインストラグル,13,白浜雄造,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
3,3:25.5,14.1,11,,53.6,,牡5,60,1,クビ,4,[西]安達昭夫,,120.0,2-2-4-4,田所英子,524(+6),マヤノフロスティ,1,平沢健治,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
4,3:26.0,14.2,4,,11.2,,牡7,60,3,3,5,[西]大橋勇樹,,79.0,7-8-6-6,田中成奉,500(+12),タイセイパルサー,4,熊沢重文,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
5,3:26.2,14.2,3,,6.8,,牡5,60,6,1.1/4,6,[西]西浦勝一,,,7-6-4-5,松本好雄,484(+12),メイショウキタグニ,9,森一馬,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
6,3:26.5,14.2,9,,40.8,,セ5,60,5,2,7,[西]湯窪幸雄,,,6-6-6-6,森中蕃,484(+10),シゲルタケノコ,7,植野貴也,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
7,3:27.0,14.2,7,,22.9,,牝5,58,4,3,8,[東]松山将樹,,,9-9-6-8,吉岡泰治,478(-2),インペリオーソ,5,山本康志,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
8,3:27.2,14.2,6,,17.1,,牡6,60,7,1.1/2,9,[東]栗田徹,,,12-13-10-9,ノースヒルズ,488(+4),フィスキオ,12,石神深一,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
9,3:27.3,14.2,12,,61.3,,セ5,60,7,1/2,10,[西]湯窪幸雄,,,12-12-9-9,栗本博晴,502(+14),クリノヒビキ,11,黒岩悠,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
10,3:27.4,14.3,10,,49.4,,牡6,60,5,クビ,11,[東]土田稔,,,10-10-10-9,杉浦和也,492(-4),マイネルストラトス,8,草野太郎,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
11,3:29.7,14.4,14,,209.3,,牡5,60,6,大,12,[西]大根田裕,,,11-11-12-12,吉冨学,468(+10),アシャカファスト,10,北沢伸也,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
12,3:30.4,14.5,13,,92.0,,牡5,60,4,4,13,[東]稲垣幸雄,,,14-14-13-13,シルクレーシング,484(+2),ヴェルトゥアル,6,五十嵐雄,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
13,,,2,,2.8,,牡7,60,3,,中,[西]庄野靖志,,,3-2,社台レースホース,562(+16),ファスナハト,3,西谷誠,,京都,障害4歳以上未勝利,障芝ダート2910m ,晴 ,稍重  ダート,11
0,1:37.1,36.6,2,,3.4,,牡3,56,3,,1,[西]昆貢,,510.0,4-5,ヒルノ,478(+2),ヒルノエドワード,3,古川吉洋,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
1,1:37.2,36.9,5,,12.1,,牡3,56,2,1/2,2,[西]飯田祐史,,200.0,1-1,松本好雄,490(-8),メイショウケアラシ,2,和田竜二,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
2,1:37.6,37.2,3,,3.9,,牡3,56,7,2.1/2,3,[西]森秀行,,130.0,2-2,一村哲也,430(-2),ディヴィナシオン,9,川田将雅,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
3,1:37.8,37.3,1,,2.6,,牡3,56,8,1.1/2,4,[西]藤岡健一,,77.0,4-2,幅田昌伸,488(-6),ノルカソルカ,10,ルメール,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
4,1:38.4,37.6,7,,29.9,,牡3,56,1,3.1/2,5,[西]昆貢,,51.0,9-8,寺田寿男,472(-4),キワミ,1,太宰啓介,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
5,1:38.5,37.7,8,,72.1,,牝3,54,6,3/4,6,[西]松永幹夫,,,7-6,友駿ホースクラブ,446(-12),マリアネージュ,6,小牧太,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
6,1:38.7,37.8,6,,17.9,,牝3,52,6,1.1/4,7,[西]千田輝彦,,,7-9,ゴドルフィン,484(+20),ブラックヒューマー,7,岩田望来,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
7,1:38.8,38.4,4,,8.2,,牡3,56,4,1/2,8,[西]音無秀孝,,,2-2,サトミホースカンパニー,456(+12),サトノジヴェルニー,4,福永祐一,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
8,1:39.0,38.3,9,,109.3,,牝3,54,7,1.1/4,9,[東]稲垣幸雄,,,6-6,芳賀滿男,444(-10),リーガルレディ,8,石川裕紀,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
9,1:39.2,37.9,11,,406.9,,牡3,56,8,1,10,[東]青木孝文,,,11-10,加藤ステーブル,460(0),サンヘイワード,11,藤懸貴志,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
10,1:40.7,39.5,10,,222.6,,牡3,53,5,9,11,[西]森秀行,,,10-10,北村和江,432(-2),リトルシャイン,5,服部寿希,**,京都,3歳未勝利,芝右1600m ,晴 ,稍重 ,12
0,1:54.3,36.5,1,,1.7,,牡3,56,4,,1,[西]須貝尚介,,600.0,9-9-8-8,シルクレーシング,532(0),ヴァンタブラック,8,ルメール,**,京都,3歳新馬,ダ右1800m ,晴 ,重 ,12
1,1:54.4,37.3,9,,56.5,,牝3,54,5,1/2,2,[西]大根田裕,,240.0,3-3-2-3,岡浩二,430(0),タンカノキミ,10,国分恭介,**,京都,3歳新馬,ダ右1800m ,晴 ,重 ,12
2,1:54.4,37.4,14,,161.0,,牡3,56,4,クビ,3,[西]石坂公一,,150.0,2-2-2-2,水上行雄,522(0),セルファース,7,藤井勘一,**,京都,3歳新馬,ダ右1800m ,晴 ,重 ,12
3,1:54.9,37.5,2,,4.1,,牡3,56,6,3,4,[西]石橋守,,90.0,6-7-5-3,八木良司,462(0),タガノトランキーロ,11,岡田祥嗣,**,京都,3歳新馬,ダ右1800m ,晴 ,重 ,12
4,1:55.0,38.1,3,,10.8,,牝3,52,1,1/2,5,[西]藤原英昭,,60.0,1-1-1-1,ロードホースクラブ,470(0),トルネードフラッグ,1,岩田望来,**,京都,3歳新馬,ダ右1800m ,晴 ,重 ,12
5,1:55.0,37.3,5,,13.8,,牡3,56,8,アタマ,6,[西]中竹和也,,,12-11-8-9,加藤誠,478(0),アンセッドヴァウ,15,岩田康誠,**,京都,3歳新馬,ダ右1800m ,晴 ,重 ,12
